Species,Stock.or.Area,Year,Month,Day,Interaction.Type,County.Locale,STATE,Initial.Injury.Assessment,Comments,Final.Injury.Assessment,SI.Criteria.Supporting.Assessment,SI.Proration.Value,COUNT.AGAINST.LOF,COUNT.AGAINST.PBR
CALIFORNIA SEA LION,U.S.,2016,12,14,SHOOTING,CLATSOP,OR,DEAD,SNOUT SHATTERED AND ADDITIONAL MANDIBULAR DAMAGE; SOME HEMORRHAGE IN BODY; THE SEA LION HAD EXCELLENT BODY CONDITION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,12,18,CATCH SHARES BOTTOM TRAWL,OFFSHORE,WA,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,12,28,UNIDENTIFIED HUMAN INTERACTION,KING,WA,DEAD,CARCASS FOUND WITH ROPE AROUND IT.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,1,4,SHOOTING,MONTEREY,CA,ALIVE,UNDERWEIGHT AND LETHARGIC ANIMAL. PRE-MORTEM RADIOGRAPHS SHOWED BUCKSHOT IN CERVICAL SPINE. EUTHANIZED IN REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,1,6,CA SWORDFISH DRIFT GILLNET FISHERY,,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,9,Y,Y
CALIFORNIA SEA LION,U.S.,2017,1,14,HOOK AND LINE FISHERY,ORANGE,CA,SI,UNDERWEIGHT ANIMAL ASSOCIATED WITH FISHING LINE AND LURE. TREATED AND RELEASED. NO DETAILS GIVEN ON EXTENT OF INJURY ASSOCIATED WITH GEAR. TREATED AS SERIOUS INJURY DUE TO LACK OF DETAILS.,SI,P1,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,1,27,SCIENTIFIC RESEARCH,VENTURA,CA,ALIVE,ANIMAL STARTLED DURING RESEARCH ACTIVITIES AND FELL OVER CLIFF.,DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,1,31,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,2,4,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,MALE ADULT CALIFORNIA SEA LION HAD ABOUT AN 8 INCH FISHING LURE ATTACHED TO HIS RIGHT FLIPPER. HE SEEMED TO HAVE GOOD BODY CONDITION. THE LURE WAS SUCCESSFULLY REMOVED AND THE ANIMAL WAS RELEASED ON SITE.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,2,9,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,ANIMAL WITH GOOD BODY CONDITION AND A TREBLE HOOK IN LEFT CHEEK AND LURE AND HOOK IN LOWER RIGHT JAW. ANIMAL TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,2,13,MARINE DEBRIS,SAN DIEGO,CA,SI,"ANIMAL IN GOOD BODY CONDITION HAD RUBBER GASKET AROUND HEAD LOCATED BEHIND EARS AND UNDER CHIN. REMOVED GASKET AND RELEASED ON SITE. RUBBER GASKET APPROXIMATELY 8 INCHES IN DIAMETER. BEFORE RESCUE, ANIMAL WAS SEEN FREQUENTLY IN ORANGE COUNTY BY PACIFIC MARINE MAMMAL CENTER AS WELL AS SAN DIEGO.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,2,14,SHOOTING,LINCOLN,OR,DEAD,DEAD ANIMAL WITH LARGE CALIBER COPPER BULLET BULLET FOUND IN CAUDAL LUMBAR AREA.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,2,22,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE CA,,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,2,25,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,WOUND AROUND NECK DUE TO MONOFILAMENT LINE AROUND NECK. ANIMAL TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,3,17,SHOOTING,SOLANO,CA,SI,"GUNSHOT TRAUMA, BLIND ANIMAL. DIED IN REHAB FACILITY.",DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,3,20,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,2,Y,Y
CALIFORNIA SEA LION,U.S.,2017,3,20,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,3,Y,Y
CALIFORNIA SEA LION,U.S.,2017,3,22,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,NSI,"ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER.",NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2017,3,26,UNIDENTIFIED FISHERY INTERACTION,SAN DIEGO,CA,SI,MONOFILAMENT LINE REMOVED FROM ANIMAL IN GOOD BODY CONDITION.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,3,31,SHOOTING,ORANGE,CA,SI,"ANIMAL SHOT WITH ARROW THROUGH NECK. MEMBERS OF PUBLIC / FISHERMEN REMOVED ARROW FROM ANIMAL, WHICH THEN DEPARTED SCENE. EXTENT OF INJURY UNKNOWN, CONSIDERED SERIOUS INJURY.",SI,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,9,MARINE DEBRIS,LOS ANGELES,CA,SI,"ANIMAL INGESTED AN UNKNOWN MATERIAL, EUTHANIZED IN REHAB.",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,10,VEHICLE COLLISION,ORANGE,CA,SI,"PREGNANT FEMALE HIT BY CAR, EUTHANIZED IN REHAB.",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,15,NEARSHORE HOOK AND LINE,OFFSHORE,CA,SI,ANIMAL GRABBED GEAR WITH 7 HOOKS ATTACHED AND DEPARTED TRAILING GEAR.,SI,P5A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,4,16,HOOK AND LINE FISHERY,ORANGE,CA,SI,FISH HOOKS IN FLIPPER AND MOUTH. TREATED AT REHAB FACILITY AND RELEASED.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,4,19,SHOOTING,ORANGE,CA,SI,ANIMAL SHOT IN RIGHT SHOULDER. EUTHANIZED AT REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,19,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,20,SHOOTING,CLATSOP,OR,DEAD,"ANIMAL WITH TREMENDOUS HEMORRHAGE AT HEAD AND NECK, WITH APPARENT BULLET EXIT HOLE IN ABDOMEN.",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,21,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,4,Y,Y
CALIFORNIA SEA LION,U.S.,2017,4,21,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,LETHARGIC ANIMAL WITH FISHING LINE AROUND FLIPPER AND POSSIBLE INGESTED FISHING HOOK. ANIMAL TREATED AT REHAB FACILITY AND RELEASED.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,4,24,HOOK AND LINE FISHERY,ORANGE,CA,SI,UNDERWEIGHT ANIMAL WITH FISHING HOOK AND LINE AROUND FLIPPER. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,4,25,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,25,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,25,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,25,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,25,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,4,27,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,2,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,3,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,4,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,5,Y,Y
CALIFORNIA SEA LION,U.S.,2017,5,4,HOOK AND LINE FISHERY,MONTEREY,CA,SI,MONOFILAMENT LINE AROUND FISHING NECK. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,4,MARINE DEBRIS,SAN LUIS OBISPO,CA,SI,MEMBER OF PUBLIC DISENTANGLED ANIMAL FROM UNKNOWN CONSTRICTING MATERLAL. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,7,GILLNET FISHERY,LOS ANGELES,CA,SI,"ANIMAL WITH GILLNET WOUND TAKEN INTO REHAB FACILITY, TREATED AND RELEASED.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,9,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,10,MARINE DEBRIS,LOS ANGELES,CA,SI,INGESTED HARD PLASTIC TRASH. EUTHANIZED AT REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,10,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,10,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,11,MARINE DEBRIS,LOS ANGELES,CA,SI,INGESTED FOREIGN BODY. TREATED AT REHAB AND RELEASED.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,11,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,16,SHOOTING,MONTEREY,CA,SI,GUNSHOT AND LACERATIONS. DIED IN REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,16,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,17,MARINE DEBRIS,LOS ANGELES,CA,SI,WOODEN BLOCK MATERIAL FOUND IN STOMACH. ANIMAL DIED IN REHAB FACILITY.,DEAD,NA,1,N,N
CALIFORNIA SEA LION,U.S.,2017,5,17,MARINE DEBRIS,MONTEREY,CA,SI,PACKING STRAP ENTANGLEMENT. TREATED AT REHAB AND RELEASED.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,17,HOOK AND LINE FISHERY,SANTA BARBARA,CA,DEAD,FISHING LINE AROUND HEAD AND NECK.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,17,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,18,HOOK AND LINE FISHERY,ORANGE,CA,SI,"UNDERWEIGHT ANIMAL WITH FISH HOOKS IN CHEST, HIP, AND REAR FLIPPER. TREATED AT REHAB AND RELEASED.",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,22,MARINE DEBRIS,LINCOLN,OR,SI,LARGE CONSTRICTING INJURY AROUND NECK WITH PROTRUDING TISSUE. ANIMAL WAS NOT PRESENT NEXT DAY.,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,23,MARINE DEBRIS,SAN DIEGO,CA,SI,"BALLOON FOUND IN FECAL MATERIAL OF UNDERWEIGHT, LETHARGIC ANIMAL. TREATED AT REHAB AND RLEASED.",NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,26,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOK IN LIP AND REAR FLIPPER. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,28,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,FISHING LINE AROUND NECK. SWOLLEN FACE ON BOTH SIDES FROM STING RAY BARB INJURY FOUND DURING SURGERY. EUTHANIZED IN REHAB FACILITY.,DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,28,SHOOTING,LOS ANGELES,CA,SI,"BULLET WOUND ACROSS NOSE AND EYE, SECOND BULLET IN NECK. TREATED AND RELEASED FROM REHAB FACILITY.",NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,28,HOOK AND LINE FISHERY,LINCOLN,OR,SI,SALMON FLASHER LURE AND SEVERAL FEET OF LINE HANGING OUT OF MOUTH. TRAUMA EVIDENT AT LEFT SIDE OF MOUTH.,SI,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,5,29,HOOK AND LINE FISHERY,ORANGE,CA,NSI,FISH HOOK IN BACK. PUBLIC FEEDING AND HOLDING ANIMAL. TREATED AT REHAB AND RELEASED.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,29,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,NSI,"ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER.",NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2017,5,31,MARINE DEBRIS,LOS ANGELES,CA,SI,GASTRIC IMPACTION WITH INGESTED PLASTIC AND ROCKS. ANIMAL DIED IN REHAB.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,1,MARINE DEBRIS,LOS ANGELES,CA,SI,ANIMAL INGESTED METALLIC FOIL MATERIAL. EUTHANIZED IN REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,3,SHOOTING,LOS ANGELES,CA,SI,"PELLET LODGED BEHIND RIGHT EYE INSIDE SKULL DETERMINED VIA RADIOGRAPH. NO DETAILS ON FINAL OUTCOME OF CASE, ASSIGNED AS SERIOUS INJURY.",SI,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,4,SHOOTING,LOS ANGELES,CA,SI,ANIMAL WITH PELLET INSIDE HEAD AND MISSING EYE TREATED AT REHAB AND TRANSFERRED TO PUBLIC DISPLAY FACILITY,CAPTIVITY,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,6,SHOOTING,CLALLAM,WA,SI,CARCASS AND SKELETION COLLECTED FOR SCIENTIFIC RESEARCH. A CROSSBOLT ARROW WAS FOUND IN THE THORACIC CAVITY.,DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,6,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,6,7,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,6,Y,Y
CALIFORNIA SEA LION,U.S.,2017,6,7,SHOOTING,SAN LUIS OBISPO,CA,SI,MALNOURISHED ANIMAL WITH GUNSHOT WOUND TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,6,7,HOOK AND LINE FISHERY,ORANGE,CA,SI,ANIMAL WITH SEIZURES CAPTURED WITH FISH HOOK IN MOUTH. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,6,9,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,7,Y,Y
CALIFORNIA SEA LION,U.S.,2017,6,9,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,VENTURA,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,8,Y,Y
CALIFORNIA SEA LION,U.S.,2017,6,15,SHOOTING,LOS ANGELES,CA,SI,ANIMAL WITH PELLET SHOTS AND A BRAIN HEMORRHAGE EUTHANIZED AT REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,16,MARINE DEBRIS,LOS ANGELES,CA,SI,MARINE DEBRIS INGESTION AND DOMOIC ACID TOXICITY. ANIMAL CHASING MEMBERS OF PUBLIC. EUTHANIZED AT REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,23,SHOOTING,LOS ANGELES,CA,SI,HUMAN INTERACTION WITH GUNSHOT; SPINAL PERFORATION BETWEEN APPARENT ENTRY WOUND AND BULLET. EUTHANIZED IN REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,6,24,MARINE DEBRIS,MONTEREY,CA,SI,"MALNOURISHED ANIMAL WITH GREEN NYLON ROPE AROUND NECK, BUT NOT EMBEDDED IN TISSUE. EUTHANIZED IN REHAB DUE TO RENAL FAILURE.",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,7,1,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,ANIMAL WAS ENTANGLED IN FISHING LINE WITH ONE LARGE HOOK IN HIS NECK AND ONE LARGE HOOK IN HIS LOWER JAW. EXCELLENT BODY CONDITION. TREATED IN REHAB FACILITY AND RELEASED.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,7,6,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,7,7,HOOK AND LINE FISHERY,SANTA BARBARA,CA,SI,TWO FISH HOOKS REMOVED FROM MOUTH OF ANIMAL. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,7,8,HOOK AND LINE FISHERY,SAN LUIS OBISPO,CA,SI,MALNOURISHED ANIMAL WITH MONOFILAMENT LINE ENTANGLED AROUND THE HEAD AND EARS. NO ADDITIONAL DETAILS.,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,7,18,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"ANIMAL WITH MONOFILAMENT LINE WRAPPED AROUND HIS NECK ABOUT 5 CENTIMETERS FROM HIS FOREFLIPPERS, CAUSING LACERATIONS. TREATED AND RELEASED FROM REHAB FACILITY.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,7,19,MARINE DEBRIS,LOS ANGELES,CA,SI,CIRCUMFERENTIAL WOUND AROUND NECK. ENTANGLING MATERIAL UNKNOWN. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,7,26,HOOK AND LINE FISHERY,SAN MATEO,CA,SI,MALNOURISHED ANIMAL WITH FISHING HOOK EMBEDDED IN MAXILLARY BUCCAL MUCOSA. EUTHANIZED IN REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,7,26,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,ONE TO TWO-INCH FISH HOOK WITH RED/YELLOW FEATHERS FOUND IN PYLORIC REGION OF STOMACH.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,8,8,SHOOTING,SAN MATEO,CA,SI,GUNSHOT TRAUMA TO JAW. EUTHANIZED AT REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,8,8,SHOOTING,SAN DIEGO,CA,DEAD,FRESH DEAD ANIMAL WITH ENTANGLEMENT INJURY AROUND NECK AND CONFIRMED (VIA X-RAY) BULLET AND SEVERE SKULL FRACTURES.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,8,8,GILLNET FISHERY,SAN DIEGO,CA,DEAD,FISHERY INTERACTION INDICATED BY LINEAR ABRASIONS AROUND BODY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,8,11,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOK IN LIP. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,8,15,HOOK AND LINE FISHERY,MONTEREY,CA,SI,"EMACIATED, ALERT BUT NOT ACTIVE, FISH HOOK AND LINE FELL OUT OF CORNER OF MOUTH DURING RESCUE. TREATED AT REHAB FACILITY AND RELEASED.",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2017,8,15,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,8,18,VESSEL STRIKE,SAN DIEGO,CA,DEAD,ANIMAL REPORTED WITH PROPELLER WOUNDS UNDERNEATH A DOCK.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,8,18,SCIENTIFIC RESEARCH,SAN DIEGO,CA,ALIVE,ANIMAL REMOTELY SEDATED AND DROWNED.,DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,8,23,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,OR,NSI,DETERRENCE USED TO SCARE OFF 5 SEA LIONS FEEDING ON CATCH. NO INJURIES REPORTED.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,8,23,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,OR,NSI,DETERRENCE USED TO SCARE OFF 5 SEA LIONS FEEDING ON CATCH. NO INJURIES REPORTED.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,8,23,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,OR,NSI,DETERRENCE USED TO SCARE OFF 5 SEA LIONS FEEDING ON CATCH. NO INJURIES REPORTED.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,8,23,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,OR,NSI,DETERRENCE USED TO SCARE OFF 5 SEA LIONS FEEDING ON CATCH. NO INJURIES REPORTED.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,8,23,LIMITED ENTRY SABLEFISH HOOK AND LINE,OFFSHORE,OR,NSI,DETERRENCE USED TO SCARE OFF 5 SEA LIONS FEEDING ON CATCH. NO INJURIES REPORTED.,NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2017,9,3,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"HEALTHY ANIMAL WITH MONOFILAMENT LINE WRAPPED AROUND NECK, CUTTING INTO ANIMAL APPROXIMATELY 1-INCH DEEP. 3 FEET OF TRAILING LINE. TREATED AT REHAB FACILITY AND RELEASED.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2017,9,8,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2017,9,12,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOK IN STOMACH. EUTHANIZED AT REHAB FACILITY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2017,9,17,VESSEL STRIKE,VENTURA,CA,DEAD,CARCASS NEAR ANACAPA ISLAND WITH EVIDENCE OF A PROPELLER STRIKE.,DEAD,NA,1,N,Y
